33,@@8301323,disabled,package,"Arshad said that in addition to learning many new aspects of sports leadership, he learned how fast developing nations were using sports as a development tool and in this endeavor the disabled and disadvantaged were not left behind at any stage.",2
34,@@24150149,disabled,ng,Fast Food Clerk Who Fed Disabled Man Becomes Internet Sensation,3
35,@@7548760,immigrant,whoa,"The bloc's 28 leaders will ask Davutoglu's government to accept ""large-scale"" deportations of economic migrants from Greece, Europe's main entry point, and to do more to implement a November deal to stem the flow of people into Europe. the block. .",0
36,@@20493025,Homeless,ng,The foundation urged those willing to raise funds for homeless victims to click the link below to make a donation.,1
37,@@3277512,Homeless,lk,"fire that broke out in a labor camp in Al Sailiya on May 8 left approximately 300 Sri Lankans, employed by a cleaning service company in Qatar, homeless. They have been provided temporary accommodation after the fire. Qatari authorities have arrested expatriates who failed to show up for work under these circumstances.",0
38,@@19143133,hopeless,bd,Rizvi: There will be no joy this Eid <h> 'The citizens of this nation are becoming desperate',1
39,@@24700959,Homeless,what,"FLOOD Two weeks ago, houses and farms were submerged by water, leaving several families homeless in Garissa and Tana River.",0
40,@@980736,immigrant,namely,"Some 800,000 undocumented people are expected to benefit from the policy that will see them receive deferred action for removal. Undocumented immigrants who came to the US under the age of 16 and have lived in the US for more than five years can apply for relief once they are under 30 years old.",0
41,@@20645208,disabled,California,"Justin Bour led off the ninth with his 22nd homer, and his first since a six-week stint on the disabled list. Ramos then allowed four singles, including two-out RBI hits to pinch-hitter AJ Ellis and Ichiro Suzuki.",0
42,@@4591694,hopeless,jm,Vanessa had feelings of hopelessness in her final days that were heightened when her cry for help went unanswered from the resident magistrate who placed her in the care of the State. Your letter was delivered to this court official by an investigator from the Office of the Ombudsman for Children.,3
43,@@16948790,poor families,on,"""The government gives food to poor families here, but we haven't been able to access it,"" Gwauya's mother, Sithela, told the Thomson Reuters Foundation.",0
44,@@20860277,vulnerable,ng,"Comrade David Kerigbo Ugondo was born into the family of the late Pa Akerigbo Adikpo and his wife, Mrs. Pam Akerigbo Adikpo, on October 25, 1950 at Achagh Mbaduku in Vandeikya Local Government of Benue State. His 67th birthday would be on October 25. A well-insured Nigeria gave birth to and nurtured Comrade David in 27 years of meritorious service to industry and trade unionism. It is tragic that a Nigeria without security in 2017 made it vulnerable to shooting in daylight on Sunday 10th September 2017 by armed robber criminals who attacked around the town of Birnin Gwari in Kaduna State. May God grant him and other victims, including an army captain and a baby, eternal rest in paradise.",1
45,@@4002879,refugee,us,"Currently, what remains to the Palestinian people is nothing more than the tiny territory of the Gaza Strip, which is a de facto prison for Palestinian refugees, as well as the scattered and isolated villages and towns of the West Bank.",1
46,@@8054332,In need,us,"ORLANDO, Fla. - Are you missing something fun and cute in your life? Many cats and dogs can meet that need and need good homes.",0
47,@@7267604,In need,New Zealand,More than 750 food carts donated to those most in need,0
48,@@21492418,vulnerable,New Zealand,"Deans now lives in Japan and previously coached the Wallabies, but remains a staunch New Zealander. Asked to assess whether the All Blacks were currently vulnerable, he gave an empathetic response.",0
49,@@23188586,immigrant,gh,"The much-touted light-hearted US Senate immigration debate failed to materialize on Tuesday, raising the prospects that Congress and President Donald Trump will fail to reach an agreement on border security and legalization of young immigrants. .",0
50,@@22222249,disabled,ph,"Before April 2005, the official definition of the unemployed was those who did not work during the reference week and are looking for work. However, from April 2005 onwards, the official definition was refined as follows: not working, looking for work, and available for work. Subtract those who are looking for work but are not available and add those who are available but not looking for work for the following reasons: tired/believe job is not available, waiting for job application results, temporarily sick/disabled, unwell time and waiting to rehire/remove the job.",0
51,@@14015696,hopeless,New Zealand,"Number 3: We're not all weird hippies living off the grid. In fact, I'd wager that the more conventional and business-savvy people are filling New Zealand's small towns. After all, it is the place to be if you are a young person looking to break into the real estate market. And we are eternally grateful to the economists who constantly tell young Aucklanders that the case for homeownership is hopeless, instead of encouraging them to look elsewhere. It means less competition for the homes we live in. That means that when we buy, mortgages are manageable, which means, you guessed it, yet another reason why we're all aging well.",0
52,@@9925501,disabled,California,"In line with the Modi government's mission of “Accessible India, Empowered India”, along with the “National Policy for Persons with Disabilities” and the “United Nations Convention on the Rights of Persons with Disabilities”, the code has first drafted provisions to make public buildings and places accessible to millions of disabled and elderly people. The code for a barrier-free built environment will apply to all forms of public housing by government and private developers.",0
53,@@15319429,women,bd,"The 2015 study states that 97% of women see sexual harassment as a form of violence. Furthermore, another 85% of women feel that demeaning comments are insulting and offensive.",0
54,@@18760930,disabled,what,A court ordered an oil company to pay a former employee 5.7 million shish for firing him because he was disabled.,0
55,@@9305263,disabled,jm,"Over the past 15 years, the program has provided more than $50 million to Mustard Seed Communities to help care for more than 400 abandoned, disabled, HIV/AIDS-affected and pregnant teen children housed in its 12 homes around the world . the island . <h> ADVERTISING",1
56,@@9890957,Homeless,New Zealand,"Homeless people, former homeless people, those working with homeless people and concerned New Zealanders are asked to share their experiences and solutions to this growing problem with the Cross-Party Homeless Inquiry. More>>",0
57,@@925986,immigrant,UK,She said: 'It may be the fact that immigrants from Eastern European countries are better educated and more attached to the labor market than the native population.,1
58,@@3224696,Homeless,lk,"He said that they have witnessed the tragedy that the people of Nepal are currently experiencing. He went on to state that it is an emotional time for everyone. He said that thousands have lost their lives due to this earthquake, while many have been left homeless and destitute.",0
59,@@15973393,In need,ng,"We have been leaders on so many fronts, not only on this continent but also in the world, from our achievement of independence to the development of a democracy that holds at its core a promise of stability and respect for the rule of law. right, to our formation of much-needed peacekeeping and other humanitarian missions to other nations in need.",0
60,@@20227078,Homeless,what,"Life on the streets, he says, was really no different than back home, where he often slept hungry or outdoors when the landlord locked them up. Therefore, Awino will always be grateful to that kind man who came to her rescue and brought her to the Boma Rescue Center, a home that provides temporary shelter for homeless children.",1
61,@@16668574,poor families,gh,Mwesigwa said: 'The youth have to learn lessons from the good example of the Heroes who contributed to the struggle for liberation. Community Service was held at Cell level in all Districts of Rwanda last Saturday morning with thousands of young people participating to clean schools and renovate houses for poor families.,1
62,@@50048209,vulnerable,UK,"I can say that at fifty-three, but when I was nineteen or twenty I was vulnerable. I do not? ? ? I don't know better. '?",0
63,@@18615742,immigrant,gh,They told all migrant workers who want to return to their countries or communities as a result of unemployment and have been stranded due to the government's policy of departing in peace and security without fear of intimidation at destination points of entry and arrival.,0
64,@@13699547,immigrant,what,"By AGENCE FRANCE PRESSE, Brussels, Belgium, August 5 (AP) — Fears are growing in the European Union that its months-long pact with Turkey to curb migration flows could collapse as the gap over Ankara's crackdown widens. after a failed coup.",0
65,@@15172256,Homeless,California,"The homeless shelter provides a safe environment to sleep at night, but nothing can be left there during the day, even if the person returns that night. The Champion Center now offers an enclosed room with shelving where personal items can be stored, Schnee said. Lockers with a lock and key will be preferred.",0
66,@@9492573,immigrant,package,"In January 2015, Fico had declared that Slovakia would not be able to withstand the influx of hundreds of thousands of Muslim immigrants who would build mosques across the state and transform the country's values and traditions.",0
67,@@2055117,poor families,whoa,Masemola said that all the students were from poor families and had lost a lot of money preparing for the trip.,0
68,@@3295868,vulnerable,ph,"“Data centers are especially vulnerable here in the Philippines due to the increased possibility of fluctuations and outages,” says Santos.",0
69,@@3571432,refugee,is,"Developing countries bear the most significant burden, hosting around 86% of the world's refugees, compared to 70% ten years ago. Turkey, Lebanon and Pakistan each host more than 1 million refugees. <h> Verdict",0
70,@@40022298,immigrant,sg,Italy harshly criticized the new UN. human rights chief Michelle Bachelet on Tuesday after she announced she would send investigators to the country to verify reports of racism and violence against migrants.,0
71,@@21860657,women,sg,"But how often should we shave if we no longer have days in between? Well, we are all born different and so is our hair. Everyone's hair grows differently, so there's no right or wrong answer to how often you should shave. Some women do it every day, while others have the privilege of waiting longer between shaves. As time passes, little by little we will stop worrying about our body and eventually find the right schedule that works. <h> 4) 'I can shave without water when I'm in a hurry'",0
72,@@19441106,immigrant,me,He said the maximum punishment should be meted out so they realize the department is serious about employing illegal immigrants after giving them (employers) enough time to register their workers under the expired E-Card program. on June 30.,0
73,@@25665376,refugee,hk,"Many suffered in appalling conditions in detention centers, set up to deal with the influx of immigrants, as public opinion turned to ""refugee fatigue."" The original camps were open and allowed inhabitants to work in Hong Kong and travel freely, but in 1982 the opposite was in fact the case, with refugees languishing in ""closed"" detention centers, sometimes for years.",0
74,@@20827089,Homeless,New Zealand,"Last month, four major hurricanes, Category 3 or higher, hit the Caribbean and the Atlantic Ocean. Hurricanes Irma, José, Katia and María caused extensive damage to the island nations of the Caribbean, as well as mainland North and Central America, devastating the lives of millions of people and leaving hundreds of thousands homeless and displaced.",0
75,@@10016647,vulnerable,UK,"Chief Inspector Nicola Shepherd, who led the investigation, said: ""Over a number of years these men, who were in a position of trust, committed prolonged abuse against a significant number of vulnerable young people.",0
76,@@18327302,vulnerable,whoa,"'No human being should go through this kind of ordeal.' Security agencies and state governments must continue to provide special protection to educational institutions vulnerable to this type of abuse, especially in remote areas,'' he said.",0
77,@@22454828,Homeless,New Zealand,"In September, Major Nottle set out on foot from Melbourne to Canberra to advocate for a national solution to homelessness.",3
78,@@17256815,women,lk,"But Prabha was one of the lucky few women who had a lot of family support. "" My husband , parents and siblings were by my side during those difficult times . My husband was very supportive . He would separate my medications and staple the required dose to take at one time , so I would not overeat or undereat . any medication. The support of the family is very important, because then you can condemn the world. If the psychological support of the family is not there, no external support can help. Adherence is the key word and it is the family who can assume the responsibility ... patient to complete the treatment journey. I was a psychologist, but none of my coping mechanisms worked. Imagine the plight of those patients who are not knowledgeable about treatment and other support,"" she said.",1
79,@@15019103,vulnerable,ng,"He said: ""To neutralize the pull of the ideology of terror among our youth and other vulnerable people, the international community led by the United States of America must support Nigeria to fight corruption, repatriate stolen funds and emerge from economic recession."" as soon as possible"".",0
80,@@20105190,poor families,me,"For SJKC Chung Hua Sibuti, Maybank volunteers helped paint the walls of the building, repaired broken door frames in the school's bathrooms, donated uniforms to 10 schoolchildren from poor families, as well as four iron racks and 10 boxes. of A4 papers to school.",0
81,@@18579949,refugee,namely,"However, the report says that refugees and migrants receive much more attention than the millions displaced within their countries by conflict, violence and disasters.",0
82,@@16649916,vulnerable,package,Starbucks is vulnerable to international consumer protests against Trump's policies because it has a significant and highly visible global presence in 75 countries.,0
83,@@4672144,Homeless,package,"The demographics of Pakistan and India are very similar. Poverty is a widespread problem. According to the FAO, 40 percent of children in Pakistan are undernourished and underweight due to lack of access to adequate food. And this is not because there is not enough; Pakistan is the eighth largest food producing country, yet 50 percent of the population is food insecure. With huge income inequality persisting, RHA is a brilliant move. We collect leftover or leftover food from restaurants and distribute it to the local homeless and hungry.",3
84,@@4608429,vulnerable,package,"However, the schism within the Ahmadiyya community and the brazen claims of Mirza Muhammad Ahmad left the movement vulnerable to accusations of being heretics.",0
85,@@25504610,women,namely,"Vaila Barsley plays in Sweden for Eskilstuna United and represented England at youth level, although she became an international for the Scotland women's team.",0
86,@@3876235,refugee,California,The refugees stay with a family in Cowichan Bay until they move to their own accommodation in Duncan.,0
87,@@22011888,hopeless,me,"The ""ecological conversion"" requires a change in our lifestyle. This means that the true transformation of the world must come from within each one of us, not from without. We must choose sacrifice over need, sharing over greed, and serving the common good of all creation over convenience. Only then can we truly be Disciples of Hope in a seemingly hopeless situation.",0
88,@@4789100,In need,namely,"Freeman's goal is to open a Pieta House service at the New York Irish Center in Queens within 6-8 months that will provide mental health counseling to Irish people in need within the New York City metropolitan area. They have also been in contact with the Irish centers in Boston, Chicago and DC about expansion.",0
89,@@3317664,poor families,is,"""Unbelievable. They're pitting two poor families against each other and making them feel guilty for helping someone out for our entertainment?""",0
90,@@3085929,In need,whoa,"Skin needling is a safe and precise way to traumatize the skin to stimulate collagen, based on the above principle. Results in smoother, firmer and younger looking skin.",0
91,@@22447789,disabled,hk,"However, this year he joined a group of enthusiastic disabled runners and Paralympics competitors at an event in Hong Kong.",0
92,@@16707961,refugee,is,"During a call with the Australian prime minister about the refugees, Trump took the phone from his ear and said he wants a call, which ends abruptly according to the source.",0
93,@@1852200,In need,tz,"Most of the independent African flag states are under economic oppression, a slavery that is not very different from the colonial rules of the 1900-1970 world. This modern world is a world in the midst of economic dependency and many people who need help. In other words, the political environment under neocolonial rule today is no different from the political environment during colonial times, where the struggles for independence began.",0
94,@@4654878,immigrant,jm,"The section states : "" The following citizens of the Commonwealth ( who are not considered persons of the Island as defined in subsection ( 2 ) of section 2 ) are prohibited immigrants . ( h ) any person who , on or after information or advice which in the opinion of the Minister is reliable information or advice, is considered by the Minister to be an undesirable inhabitant of or visitor to the island.""",0
95,@@9746788,immigrant,is,"Be careful here. The way society has changed has upset many people and we unfairly scoff at these concerns. Apparently, unrestricted immigration without any effort at community building is objectively a bad thing. The breakdown of community is validly distressing for some people. When you have an obsession with identity politics, everyone has multiple and conflicting loyalties, and this worries some people. A strong society is one in which we are all committed to common values and goals. Yes, we live in a pluralistic society, but the desire for cultural connections is just as strong among Anglo-Saxon Australians as it is among immigrants fresh off the plane. <h> Socrates:",0
96,@@70055048,women,us,"In the wake of sexual assault allegations against Supreme Court nominee Brett Kavanaugh, reporters began to take a closer look at his time at Yale. As a college student, he was a member of Delta Kappa Epsilon, a notorious ""party fraternity"" that shot to national infamy in 2011 after videos circulated of recruits chanting, ""No means yes, yes means anal."" After graduating, she clerked for now-disgraced judge Alex Kozinski, who retired last year after more than 15 women accused him of subjecting them to unwanted and inappropriate sexual behavior for years. (Kavanaugh claims he was unaware of Kozinski's alleged misconduct, but skeptics consider that unlikely.)",0
97,@@4635069,poor families,jm,"""The Government, in its campaign to ensure the inclusion of vulnerable groups in the productive labor force (is) taking measures for the participation of adults of working age in the labor market, who are from poor families who receive social assistance,"" he said. . .",0
98,@@15438640,immigrant,package,"The Golden State is home to the largest number of illegal immigrants in the country, about 2.4 million, and officials say members of the community have been terrified since the tycoon scored one of the most unlikely presidential victories in modern history. on November 8. .",0
99,@@25281193,In need,me,The London exits will hardly dent S&P's overall presence in Europe's leading financial hub. But Peterson warned that Britain needed to provide clarity on key post-Brexit regulatory arrangements to ensure there is no more turmoil.,0
100,@@9531208,immigrant,ph,"""Filipino seafarers have not received adequate care in our society. Despite reported incidents of kidnapping, unfair compensation, and accidents on board, no legislation has been passed to protect and uphold their rights. Most of the policies and programs that attend to the needs of migrant workers are designed for land workers,” the Senator stressed.",0
101,@@18575081,In need,bd,"According to Jim Gouveia, a licensed clinical social worker and CAPS counselor, the purpose of the gatekeeper trainings is to educate people to be aware of the signs and symptoms of suicide, how to ask the question, ""Have you thought about suicide ?"" and how to get mental health help and support for those who need it.",0
102,@@20277745,refugee,whoa,"When asked how governments should respond to the global refugee crisis, more than half (55.4%) said more should be done to include refugees in the national workforce. Only 3.5% said that refugees should be deported.",0
103,@@3525243,immigrant,is,"the country is one of the largest sources of immigrants arriving on Europe's shores, despite a total population smaller than that of London. Adjusted for population, a higher proportion of Eritreans arrive than Syrians or Afghans.",0
104,@@14849953,refugee,New Zealand,Dr. Nina Zimmerman was contracted by the United Nations to visit Nauru in April to assess the level of mental disorder among the thousands of refugees marooned there.,0
105,@@4678368,hopeless,package,"The satisfaction is in allowing others to live, not in living the life of others. Never try to cling to someone else's part, always reproduce your own complexion and blood. The people gulped helplessly and desperately, but were still sobbing due to the plea of their conscience. I have seized and wiped away those tears that were the reason of their own cause.",1
106,@@19981947,women,whoa,"Join Girl Power Ministries in worship <h> Prophet Bongi Ndimande, President of Girl Power Ministries (GPM), invites women and girls to the 6th Annual GPM Conference to be held at the Sasol Kinross Club from 25-26 of August.",0
107,@@16900972,Homeless,what,"His current ""chambers"" may be quite humble, but Shiyani has the small space very well organized and clean. Many people walk past it but fail to see it, because the space is partially hidden behind trees, giving it relative privacy. ""There are a lot of homeless people sleeping around the police station,"" said Capt. Xoli Mbele of the nearby Johannesburg Central Police Station.",3
108,@@4656992,vulnerable,jm,"It identifies barriers to reproductive health and rights and states: ""Adolescents are particularly vulnerable due to their lack of information and access to relevant services in most countries.""",0
109,@@17322530,immigrant,on,"“Right now, only one in 15 immigrants that we admit into this country each year comes with those criteria. The president has said in public, as he told us yesterday, that he wants to move in the direction of, say, Canada and Australia, and focused more on what he calls a merit-based system. Our legislation is the first step in that , "" he said .",0
110,@@4846254,immigrant,us,Many of the workers are immigrants who do not speak English and have little formal education.,0
111,@@7849643,In need,New Zealand,"Australian blogger Constance Hall has raised over $150,000 with the help of her 'Queens' to help Kenyan girls in need.",1
112,@@25160721,Homeless,sg,"He has turned his modest home into a safe haven for the vulnerable, especially the elderly who find themselves homeless and living on the streets.",1
113,@@17683925,vulnerable,package,"ISLAMABAD: Pakistan, which is ranked as the seventh most vulnerable country, despite its contribution of less than one percent to global climate-altering emissions, now has what we call a ""climate change law"" after enactment of the Pakistan Climate Change Act 2016. Like many others, being a humble student of law, political science, and chemical/environmental engineering, I see this as significant climate change legislation.",0
114,@@25687572,immigrant,whoa,"On June 9, the Aquarius, a ship carrying 629 rescued refugees in the Mediterranean, was denied the right to dock in Italy. This is part of a massive attack launched by Salvini against humanitarian rescue ships operated by NGOs. Since then, other NGO boats have been denied entry. In a shocking move, and in clear violation of national and international law, the Italian coastguard is now unwilling to intervene when asked to help rescue migrants and refugees at risk of drowning in Libyan waters.",0
115,@@22756125,In need,sg,"Mr. Tan noted that PSA has performed reasonably well against the challenging backdrop and stiff competition. ""In addition, we are also preparing for a future where logistics and supply chain needs are transformed by new technology, trade, manufacturing and e-commerce dynamics,"" he said.",0
116,@@24205211,poor families,sg,Sister Yosephina said that human traffickers exploit poor families in rural areas by making them believe that they are sending their daughters to a better job and a better life.,0
117,@@21706143,immigrant,what,"The pioneer Shona immigrants, although recognized by Kenya? s founding fathers, they were never granted citizenship, a situation that has continued to this day.",0
118,@@24885862,In need,whoa,"This is the rhetoric of which anthropologist Laura Agust? n calls the "" ransom industry "" , a term used to describe the people and institutions that conceptualize all sex workers as victims in need of saving . Catherine MacKinnon has argued, for example, that “in prostitution, women have sex with men they would never otherwise have sex with.",4
119,@@23479041,Homeless,is,"The bill reveals how much libraries, which are open to the public and welcome the homeless, have had to cope with the crisis: library workers in New York towns and cities describe finding used syringes and glass in the doors and customers slumped in bathrooms",0
120,@@17633092,immigrant,ng,"Although criticized by some liberals for his anti-immigrant nationalist stance, Navalny has tapped into discontent among the young urban middle class with fiery speeches and Western-style campaigns.",0
121,@@9472338,refugee,lk,"""The old card brings many problems and we hope that the new one, which has enhanced security features, will help in the handling of refugees in the country,"" he said.",0
122,@@7348632,refugee,is,"Kate and Julian are one of Melbourne's most prominent couples through their work in law, the arts and refugee advocacy. They launched Spare Rooms for Refugees and have hosted seven asylum seekers in their homes for extended periods. The couple have worked hard on the cause for 14 years. “It has taken a long time,” says Julian. ""Without Kate's continued enthusiasm for the idea, I wouldn't have been able to keep doing it."" Julian says it has changed his life tremendously. ""I would say it's been one of the big, big turning points in my life.""",0
123,@@20841654,women,New Zealand,"Could it be that these women understand, like few others, what it means to value their appearance above anything else? Could they realize that without their looks, they have no brand, no iconic status, no influence? For proof, you can Google Evangelista, who was promptly hounded by paparazzi earlier that week, and the cruel ways she was portrayed in headlines.",0
124,@@2599892,immigrant,hk,"The judge's ruling, released Thursday, said would-be immigrants ""have no right to force"" the government to fulfill the promise of the Immigration Investor Program that was canceled in February despite some 60,000 pending applications.",0
125,@@21983572,immigrant,me,"Many have brought back stories of horrific abuse at the hands of the Myanmar military and local Buddhist mobs, including rape, arson and murder. Myanmar considers them illegal immigrants from Bangladesh and denies them citizenship.",0
126,@@7205684,poor families,New Zealand,"Changes taking effect April 1 will increase WFF's portion of the work tax credit to $72.50 per week. When work is insecure and hours are irregular, poor families may not qualify for this important weekly payment for their children. Those with benefits also do not qualify. To make serious and profitable inroads into child poverty, CPAG urges the government to extend this tax credit to all low-income families.",0
127,@@24638267,In need,whoa,Cook goes down grabbing his ankle and needs treatment.,0
128,@@9921472,immigrant,namely,"Bouhlel certainly fits the classic profile of the French violent Islamic extremist in many ways, although he is a newcomer rather than born in the country to immigrant parents, as is often the case.",0
129,@@8473878,women,package,"The bill had been proposed in May 2015 but faced obstruction in the Punjab assembly. According to the Punjab government, the bill is comprehensive and covers various crimes previously ignored within its purview, covering domestic violence, emotional, economic and psychological abuse, cybercrime, stalking and complicity of criminals. Unlike previous laws, it introduces an ingenious enforcement mechanism. It proposes the creation of district centers for violence against women, 24 hours a day, directed by women. The centers will have all the required services, including first aid, police reports, FIR accommodation, prosecution, medical examination, forensic and post-traumatic rehabilitation under one roof and accessible to women. A free helpline will be set up where women can call for assistance, legal advice, prompt collection of evidence and immediate protection.",0
130,@@7477982,hopeless,whoa,"The hotline offers free telephone counseling every day of the year for people who feel desperate, helpless or hopeless, and feel like committing suicide.",0
131,@@1277016,immigrant,ph,"Nancy Ching, the daughter of immigrants from Taiwan, opened the school with 15 students in 2004, a year after South Korea first switched from the American column to the Chinese column. Today he is 60.",0
132,@@15483547,In need,ng,"Lawmakers were concerned about the diversion of 140 billion shs in the contingency fund to the Parliamentary Commission, but the government failed to provide enough food aid to needy areas, including Isingiro, Rakai districts and the Karamoja region.",1
